domain,owner,org_type,certified_date,cert_level,detail_url
dientrung.bathuoc.thanhhoa.gov.vn,"UBND Xã Điền Trung, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dientrungbathuocthanhhoagovvn-1724149091
dinhbinh.yendinh.thanhhoa.gov.vn,"UBND xã Định Bình, Huyện Yên Định, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhbinhyendinhthanhhoagovvn-1732250126
dinhcong.yendinh.thanhhoa.gov.vn,"UBND xã Định Công, Huyện Yên Định, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhcongyendinhthanhhoagovvn-1729824046
dinhhai.thixanghison.thanhhoa.gov.vn,"UBND xã Định Hải Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhhaithixanghisonthanhhoagovvn-1723521574
dinhhai.yendinh.thanhhoa.gov.vn,"UBND xã Định Hải, Huyện Yên Định, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhhaiyendinhthanhhoagovvn-1729824114
dinhhoa.yendinh.thanhhoa.gov.vn,"UBND xã Định Hòa, Huyện Yên Định, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhhoayendinhthanhhoagovvn-1732250093
dinhlien.yendinh.thanhhoa.gov.vn,"UBND xã Định Liên, Huyện Yên Định, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhlienyendinhthanhhoagovvn-1729824010
dinhlong.yendinh.thanhhoa.gov.vn,"UBND xã Định Long, Huyện Yên Định, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhlongyendinhthanhhoagovvn-1729823975
dinhtan.yendinh.thanhhoa.gov.vn,"UBND xã Định Tân, Huyện Yên Định, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhtanyendinhthanhhoagovvn-1729824082
dinhthanh.yendinh.thanhhoa.gov.vn,"UBND xã Định Thành, Huyện Yên Định, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhthanhyendinhthanhhoagovvn-1732250159
dongcuong.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Cương, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongcuongtpthanhhoathanhhoagovvn-1727317975
dongdu.gialam.hanoi.gov.vn,"UBND xã Đông Dư, Gia Lâm, Hà Nội",Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongdugialamhanoigovvn-1731049792
donghai.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Hải, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/donghaitpthanhhoathanhhoagovvn-1727318129
donghuong.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Hương, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/donghuongtpthanhhoathanhhoagovvn-1727318172
donglo-unghoa.thudo.gov.vn,"UBND Xã Đông Lỗ, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/donglo-unghoathudogovvn-1734401821
dongloc.hauloc.thanhhoa.gov.vn,"UBND xã Đồng Lộc, Huyện Hậu Lộc, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/donglochaulocthanhhoagovvn-1724210351
dongquang-quocoai.thudo.gov.vn,"UBND xã Đồng Quang, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongquang-quocoaithudogovvn-1732084646
dongson.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Sơn, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongsontpthanhhoathanhhoagovvn-1727318204
dongtan-unghoa.thudo.gov.vn,"UBND Xã Đồng Tân, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongtan-unghoathudogovvn-1734402287
dongtho.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Thọ, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongthotpthanhhoathanhhoagovvn-1727317848
dongve.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Vệ, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongvetpthanhhoathanhhoagovvn-1727318241
dongxuan-quocoai.thudo.gov.vn,"UBND xã Đông Xuân, huyện Quốc Oai, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongxuan-quocoaithudogovvn-1732085072
dongyen-quocoai.thudo.gov.vn,"UBND xã Đông Yên, huyện Quốc Oai, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongyen-quocoaithudogovvn-1732084881
dulichlamha.com.vn,"ủy ban nhân dân huyện Lâm Hà, Lâm Đồng",Hội đồng nhân dân & UBND,24/02/2025,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dulichlamhacomvn-1738741975
duonglam.sontay.hanoi.gov.vn,"UBND xã Đường Lâm, thị xã Sơn Tây, Hà Nội",Hội đồng nhân dân & UBND,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/duonglamsontayhanoigovvn-1732682616
duongquang.gialam.hanoi.gov.vn,"UBND xã Dương Quang, huyện Gia Lâm, Hà Nội",Hội đồng nhân dân & UBND,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/duongquanggialamhanoigovvn-1732682913
duongxa.gialam.hanoi.gov.vn,"UBND xã Dương Xá, Gia Lâm, Hà Nội",Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/duongxagialamhanoigovvn-1731049531
haian.thixanghison.thanhhoa.gov.vn,"UBND phường Hải An Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haianthixanghisonthanhhoagovvn-1723522286
haibinh.thixanghison.thanhhoa.gov.vn,"UBND phương Hải Bình Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haibinhthixanghisonthanhhoagovvn-1723522650
haichau.thixanghison.thanhhoa.gov.vn,"UBND phường Hải Châu Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haichauthixanghisonthanhhoagovvn-1723522216
haichau1.danang.gov.vn,"UBND phường Hải Châu 1, Đà Nẵng",Hội đồng nhân dân & UBND,17/07/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haichau1dananggovvn-1689409285
haiha.thixanghison.thanhhoa.gov.vn,"UBND xã Hải Hà Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haihathixanghisonthanhhoagovvn-1723522882
haihoa.thixanghison.thanhhoa.gov.vn,"UBND phường Hải Hòa Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haihoathixanghisonthanhhoagovvn-1723522404
hainhan.thixanghison.thanhhoa.gov.vn,"UBND xã Hải Nhân Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hainhanthixanghisonthanhhoagovvn-1723521796
haininh.thixanghison.thanhhoa.gov.vn,"UBND phường Hải Ninh Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haininhthixanghisonthanhhoagovvn-1723522180
haithanh.thixanghison.thanhhoa.gov.vn,"UBND phường Hải Thanh Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haithanhthixanghisonthanhhoagovvn-1723521832
haithuong.thixanghison.thanhhoa.gov.vn,"UBND phường Hải Thượng Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haithuongthixanghisonthanhhoagovvn-1723522547
haiyen.thixanghison.thanhhoa.gov.vn,"UBND xã Hải Yến Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haiyenthixanghisonthanhhoagovvn-1723522800
hamrong.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Hàm Rồng, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hamrongtpthanhhoathanhhoagovvn-1727318278
hatrung.bathuoc.thanhhoa.gov.vn,"UBND Xã Hạ Trung, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hatrungbathuocthanhhoagovvn-1724148838
haugiang.gov.vn,HĐND & UBND tỉnh Hậu Giang,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/haugiang.gov.vn
hdndthuathienhue.gov.vn,Cổng thông tin điện tử HĐND tỉnh Thừa Thiên Huế,Hội đồng nhân dân & UBND,23/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hdndthuathienhuegovvn-1729652794
hoahiepbac.danang.gov.vn,UBND phường Hòa Hiệp Bắc,Hội đồng nhân dân & UBND,11/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoahiepbacdananggovvn-1720162021
hoalam-unghoa.thudo.gov.vn,"UBND Xã Hòa Lâm, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoalam-unghoathudogovvn-1734401532
hoanam-unghoa.thudo.gov.vn,"UBND Xã Hòa Nam, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoanam-unghoathudogovvn-1734401298
hoangdieu.chuongmy.hanoi.gov.vn,"UBND xã Hoàng Diệu, huyện Chương Mỹ, TP Hà Nội",Hội đồng nhân dân & UBND,07/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoangdieuchuongmyhanoigovvn-1728232186
hoanggiang.nongcong.thanhhoa.gov.vn,"UBND xã Hoàng Giang Huyện Nông Cống, Tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoanggiangnongcongthanhhoagovvn-1723524259
hoangphu.hoanghoa.thanhhoa.gov.vn,"UBND xã Hoằng Phú, huyện Hoằng Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoangphuhoanghoathanhhoagovvn-1729823788
hoangson.nongcong.thanhhoa.gov.vn,"UBND xã Hoàng Sơn Huyện Nông Cống, Tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoangsonnongcongthanhhoagovvn-1723524325
hoanhon.danang.gov.vn,UBND xã Hòa Nhơn,Hội đồng nhân dân & UBND,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoanhondananggovvn-1729820887
hoaphu-unghoa.thudo.gov.vn,"UBND Xã Hòa Phú, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoaphu-unghoathudogovvn-1734401346
hoaphuoc.danang.gov.vn,UBND xã Hoà Phước,Hội đồng nhân dân & UBND,28/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoaphuocdananggovvn-1730105447
hoason-unghoa.thudo.gov.vn,"UBND Xã Hoa Sơn, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoason-unghoathudogovvn-1734400994
hoathach-quocoai.thudo.gov.vn,"UBND xã Hoà Thạch, huyện Quốc Oai, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoathach-quocoaithudogovvn-1732084919
hoathuandong.danang.gov.vn,"UBND phường Hòa Thuận Đông, Hải Châu, Đà Nẵng",Hội đồng nhân dân & UBND,23/10/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoathuandongdananggovvn-1698045711
hoaxa-unghoa.thudo.gov.vn,"UBND Xã Hòa Xá, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoaxa-unghoathudogovvn-1734401243
hoichuthapdohaiduong.org.vn,Hội Chữ Thập đỏ tỉnh Hải Dương,Tổ chức nhà nước,07/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoichuthapdohaiduongorgvn-1728268642
hoicuuchienbinh.vn,Hội Cựu chiến binh Việt Nam,Hội Cựu chiến binh Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoicuuchienbinh.vn
hoidonglyluan.vn,Hội đồng Lý luận Trung ương,Đảng Cộng sản Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hoidonglyluan.vn
hongquang-unghoa.thudo.gov.vn,"UBND Xã Hồng Quang, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/hongquang-unghoathudogovvn-1734401433
izaninhbinh.gov.vn,Ban Quản lý các khu công nghiệp,Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/izaninhbinhgovvn-1719457804
kieuky.gialam.hanoi.gov.vn,"UBND  Xã Kiêu Kỵ, Huyện Gia Lâm, Thành Phố Hà Nội",Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kieukygialamhanoigovvn-1731049430
kimduong-unghoa.thudo.gov.vn,"UBND Xã Kim Đường, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimduong-unghoathudogovvn-1734401867
kimlan.gialam.hanoi.gov.vn,"UBND xã Kim Lan, Gia Lâm, Hà Nội",Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimlangialamhanoigovvn-1731049761
kimson.gialam.hanoi.gov.vn,"UBND xã Kim Sơn, Gia Lâm, Hà Nội",Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimsongialamhanoigovvn-1731049632
kimson.sontay.hanoi.gov.vn,"UBND xã Kim Sơn, thị xã Sơn Tây, Hà Nội",Hội đồng nhân dân & UBND,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kimsonsontayhanoigovvn-1732682469
klth.org.vn,Chi cục kiểm lâm Thanh Hóa,Chính phủ Việt Nam,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/klthorgvn-1732249761
kontum.edu.vn,Sở Giáo dục và Đào tạo tỉnh Kon Tum,Tổ chức nhà nước,12/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kontumeduvn-1698369501
kontum.gov.vn,HĐND & UBND tỉnh Kon Tum,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kontum.gov.vn
kytan.bathuoc.thanhhoa.gov.vn,"UBND Xã Kỳ Tân, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/kytanbathuocthanhhoagovvn-1724148632
laithanh.kimson.ninhbinh.gov.vn,"UBND xã Lai Thành, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,24/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/laithanhkimsonninhbinhgovvn-1727169151
lamson.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Lam Sơn, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lamsontpthanhhoathanhhoagovvn-1727318310
lechi.gialam.hanoi.gov.vn,"UBND xã Lệ Chi, Gia Lâm, Hà Nội",Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lechigialamhanoigovvn-1731049600
lienbat-unghoa.thudo.gov.vn,"UBND Xã Liên Bạt, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lienbat-unghoathudogovvn-1734401158
lieptuyet-quocoai.thudo.gov.vn,"UBND xã Liệp Tuyết, huyện Quốc Oai, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lieptuyet-quocoaithudogovvn-1732249008
lungcao.bathuoc.thanhhoa.gov.vn,"UBND Xã Lũng Cao, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lungcaobathuocthanhhoagovvn-1724148964
lungniem.bathuoc.thanhhoa.gov.vn,"UBND Xã Lũng Niêm, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/lungniembathuocthanhhoagovvn-1724148899
luongngoai.bathuoc.thanhhoa.gov.vn,"UBND Xã Lương Ngoại, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/luongngoaibathuocthanhhoagovvn-1724148465
luongnoi.bathuoc.thanhhoa.gov.vn,"UBND Xã Lương Nội, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/luongnoibathuocthanhhoagovvn-1724148869
luongtrung.bathuoc.thanhhoa.gov.vn,"UBND Xã Lương Trung, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/luongtrungbathuocthanhhoagovvn-1724148371
luuhoang-unghoa.thudo.gov.vn,"UBND Xã Lưu Hoàng, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/luuhoang-unghoathudogovvn-1734401630
mailam.thixanghison.thanhhoa.gov.vn,"UBND phường Mai Lâm Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mailamthixanghisonthanhhoagovvn-1723522513
mard.gov.vn,Bộ Nông nghiệp và Phát triển nông thôn,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mard.gov.vn
mattran.vn,Báo Đại Đoàn Kết - Mặt trận Tổ quốc Việt Nam,Mặt trận Tổ quốc Việt Nam,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mattran.vn
mic.gov.vn,Bộ Thông tin và Truyền thông,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mic.gov.vn
minhduc-unghoa.thudo.gov.vn,"UBND Xã Minh Đức, Hà Nội",Hội đồng nhân dân & UBND,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/minhduc-unghoathudogovvn-1734401996
minhkhoi.nongcong.thanhhoa.gov.vn,"UBND xã Minh Khôi Huyện Nông Cống, Tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/minhkhoinongcongthanhhoagovvn-1723531432
minhnghia.nongcong.thanhhoa.gov.vn,"UBND xã Minh Nghĩa Huyện Nông Cống, Tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/minhnghianongcongthanhhoagovvn-1723531402
mnthitrantienlang.haiphong.edu,Trường Mầm non Thị trấn Tiên Lãng,Tổ chức nhà nước,19/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnthitrantienlanghaiphongedu-1724035745
mot.gov.vn,Bộ Giao thông Vận tải,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mot.gov.vn
mota.gov.vn,Bộ Ngoại giao Việt Nam,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mota.gov.vn
ncsc.vn,Trung tâm Giám sát an toàn không gian mạng quốc gia (NCSC),Tổ chức nhà nước,03/12/2024,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ncscvn-1733198602
nghiahuong-quocoai.thudo.gov.vn,"UBND xã Nghĩa Hương, huyện Quốc Oai, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nghiahuong-quocoaithudogovvn-1732084842
nghison.thixanghison.thanhhoa.gov.vn,"UBND xã Nghi Sơn Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nghisonthixanghisonthanhhoagovvn-1723522926
ngocliep-quocoai.thudo.gov.vn,"UBND xã Ngọc Liệp, huyện Quốc Oai, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ngocliep-quocoaithudogovvn-1732085017
ngoclinh.thixanghison.thanhhoa.gov.vn,"UBND xã Ngọc Lĩnh Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ngoclinhthixanghisonthanhhoagovvn-1723522247
ngocmy-quocoai.thudo.gov.vn,"UBND xã Ngọc Mỹ, huyện Quốc Oai, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ngocmy-quocoaithudogovvn-1732084797
ngoctrao.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Ngọc Trạo, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ngoctraotpthanhhoathanhhoagovvn-1727318378
nguyenbinh.thixanghison.thanhhoa.gov.vn,"UBND phường Nguyên Bình Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nguyenbinhthixanghisonthanhhoagovvn-1723522960
ninhhai.thixanghison.thanhhoa.gov.vn,"UBND phường Ninh Hải Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhhaithixanghisonthanhhoagovvn-1723521612
