domain,owner,org_type,certified_date,cert_level,detail_url
mn8-3.haiphong.edu.vn,Trường Mầm non 8-3,Tổ chức nhà nước,09/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mn8-3haiphongeduvn-1720509757
mnanhdung.haiphong.edu.vn,Trường mầm non Anh Dũng,Tổ chức nhà nước,08/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnanhdunghaiphongeduvn-1714640660
mnanhoavp.haiphong.edu.vn,Trường mầm non An Hòa,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnanhoavphaiphongeduvn-1721182947
mnbachdang.haiphong.edu.vn,Trường mầm non Bạch Đằng - Hồng Bàng - Hải Phòng,Tổ chức nhà nước,12/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnbachdanghaiphongeduvn-1720753208
mnbacsonad.haiphong.edu.vn,"Trường Mầm non Bắc Sơn, An Dương, Hải Phòng",Tổ chức nhà nước,18/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnbacsonadhaiphongeduvn-1721263889
mnbaochauds.haiphong.edu.vn,Trường Mầm non Bảo Châu,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnbaochaudshaiphongeduvn-1721177813
mndanghai.haiphong.edu.vn,Trường mầm non Đằng Hải,Tổ chức nhà nước,05/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mndanghaihaiphongeduvn-1715152891
mndongminh.haiphong.edu.vn,Trường Mầm Non Đồng Minh,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mndongminhhaiphongeduvn-1721124930
mnduhangkenh.haiphong.edu.vn,Trường Mầm non Dư Hàng Kênh,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnduhangkenhhaiphongeduvn-1721181940
mndungtien.haiphong.edu.vn,Trường Mầm Non Dũng Tiến,Tổ chức nhà nước,18/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mndungtienhaiphongeduvn-1721228580
mnhaiha.haiphong.edu.vn,Trường mầm non Hải Hà,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnhaihahaiphongeduvn-1723521169
mnhaison.haiphong.edu.vn,Trường mầm non Hải Sơn,Tổ chức nhà nước,19/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnhaisonhaiphongeduvn-1721272069
mnhiephoa.haiphong.edu.vn,Trường mầm non Hiệp Hòa,Tổ chức nhà nước,08/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnhiephoahaiphongeduvn-1720432268
mnhoalan.haiphong.edu.vn,Trường Mầm non Hoa Lan,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnhoalanhaiphongeduvn-1721179142
mnhoamailc.haiphong.edu.vn,Trường mầm non Hoa Mai - Lê Chân,Tổ chức nhà nước,24/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnhoamailchaiphongeduvn-1721789865
mnhoami.haiphong.edu.vn,Trường mầm non Hoạ Mi - Lê Chân - Hải Phòng,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnhoamihaiphongeduvn-1721137668
mnhoanang.haiphong.edu.vn,Lớp Mầm non độc lập Hoa Nắng,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnhoananghaiphongeduvn-1723709054
mnhoatrangnguyentienlang.haiphong.edu.vn,Trường mầm non Hoa Trạng Nguyên,Tổ chức nhà nước,29/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnhoatrangnguyentienlanghaiphongeduvn-1721979713
mnhuongduonglc.haiphong.edu.vn,"Trường Mầm non Hướng Dương, Lê Chân, Hải Phòng",Tổ chức nhà nước,18/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnhuongduonglchaiphongeduvn-1721226089
mnhuunghiquocte.haiphong.edu.vn,Trường Mầm Non Hữu Nghị Quốc tế,Tổ chức nhà nước,24/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnhuunghiquoctehaiphongeduvn-1721785226
mnkenhduong.haiphong.edu.vn,Trường mầm non Kênh Dương,Tổ chức nhà nước,18/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnkenhduonghaiphongeduvn-1721203123
mnkhoinghia.haiphong.edu.vn,Trường mầm non Khởi Nghĩa,Tổ chức nhà nước,08/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnkhoinghiahaiphongeduvn-1714977864
mnkitty.haiphong.edu.vn,Trường Mầm non Kitty Hải Phòng,Tổ chức nhà nước,09/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnkittyhaiphongeduvn-1723114856
mnlienam.haiphong.edu.vn,Trường Mầm non Liên Am,Tổ chức nhà nước,31/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnlienamhaiphongeduvn-1722331121
mnlythaito.haiphong.edu.vn,Trường Mầm non Lý Thái Tổ,Tổ chức nhà nước,24/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnlythaitohaiphongeduvn-1721784526
mnminakids.haiphong.edu.vn,Trường mầm non Minakids,Tổ chức nhà nước,19/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnminakidshaiphongeduvn-1721320947
mnminhduc.haiphong.edu.vn,Trường Mầm non Minh Đức,Tổ chức nhà nước,18/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnminhduchaiphongeduvn-1721209777
mnminhphuong.haiphong.edu.vn,Trường Mầm non Minh Phương,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnminhphuonghaiphongeduvn-1721146789
mnngocxuyen.haiphong.edu.vn,Trường Mầm non Ngọc Xuyên,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnngocxuyenhaiphongeduvn-1721180953
mnngoinhahanhphuc.haiphong.edu.vn,Trường MN Ngôi Nhà Hạnh Phúc,Tổ chức nhà nước,25/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnngoinhahanhphuchaiphongeduvn-1721811205
mnphale.haiphong.edu.vn,Trường Mầm non Phả Lễ,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnphalehaiphongeduvn-1721169513
mnquangphuc.haiphong.edu.vn,Trường Mầm non Quang Phục,Tổ chức nhà nước,08/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnquangphuchaiphongeduvn-1715152318
mnquyettien.haiphong.edu.vn,Trường Mầm non Quyết Tiến,Tổ chức nhà nước,08/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnquyettienhaiphongeduvn-1715153268
mntamcuong.haiphong.edu.vn,Trường mầm non Tam Cường,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mntamcuonghaiphongeduvn-1721144781
mntanhung.haiphong.edu.vn,Trường MN Tân Hưng,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mntanhunghaiphongeduvn-1721127482
mntanlien.haiphong.edu.vn,Trường Mầm non Tân Liên,Tổ chức nhà nước,24/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mntanlienhaiphongeduvn-1721785168
mnthangthuy.haiphong.edu.vn,Trường Mầm non Thắng Thuỷ,Tổ chức nhà nước,19/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnthangthuyhaiphongeduvn-1721295922
mnthuchanhkienan.haiphong.edu.vn,Trường Mầm non Thực Hành,Tổ chức nhà nước,05/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnthuchanhkienanhaiphongeduvn-1720153834
mntienphong.haiphong.edu.vn,Trường mầm non Tiền Phong,Tổ chức nhà nước,18/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mntienphonghaiphongeduvn-1721267947
mntoanthang.haiphong.edu.vn,Trường Mầm non Toàn Thắng,Tổ chức nhà nước,23/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mntoanthanghaiphongeduvn-1721702730
mntranduong.haiphong.edu.vn,Trường mầm non Trấn Dương,Tổ chức nhà nước,05/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mntranduonghaiphongeduvn-1714390918
mntranthanhngo.haiphong.edu.vn,Trường Mầm non Trần Thành Ngọ,Tổ chức nhà nước,18/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mntranthanhngohaiphongeduvn-1721199462
mnvanhuong.haiphong.edu.vn,Trường Mầm non Vạn Hương,Tổ chức nhà nước,11/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnvanhuonghaiphongeduvn-1720663569
mnvinhan.haiphong.edu.vn,Trường mầm non Vĩnh An,Tổ chức nhà nước,19/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnvinhanhaiphongeduvn-1721293370
mnvinhphong.haiphong.edu.vn,Trường mầm non Vĩnh Phong,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnvinhphonghaiphongeduvn-1721125038
mnvinhquangvb.haiphong.edu.vn,Trường Mầm non Vinh Quang VB,Tổ chức nhà nước,24/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mnvinhquangvbhaiphongeduvn-1721789872
moc.gov.vn,Bộ Xây dựng,Chính phủ Việt Nam,01/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mocgovvn-1722411204
mod.gov.vn,Bộ Quốc phòng,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mod.gov.vn
moet.gov.vn,Bộ Giáo dục và Đào tạo,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/moet.gov.vn
mof.gov.vn,Bộ Tài chính,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mof.gov.vn
mofa.gov.vn,Bộ Ngoại giao Việt Nam,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mofa.gov.vn
moh.gov.vn,Bộ Y tế,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/moh.gov.vn
moit.gov.vn,Bộ Công Thương,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/moit.gov.vn
moitruongdulich.vn,Trung tâm Thông tin du lịch,Tổ chức nhà nước,12/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/moitruongdulichvn-1723449370
moj.gov.vn,Bộ Tư pháp,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/moj.gov.vn
molisa.gov.vn,Bộ Lao động - Thương binh và Xã hội,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/molisa.gov.vn
monre.gov.vn,Bộ Tài nguyên và Môi trường,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/monre.gov.vn
most.gov.vn,Bộ Khoa học và Công nghệ,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/most.gov.vn
motcua.thanhphohaiphong.gov.vn,Sở Thông tin và Truyền thông Hải Phòng,Hội đồng nhân dân & UBND,25/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/motcuathanhphohaiphonggovvn-1721790363
mpi.gov.vn,Bộ Kế hoạch và Đầu tư,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mpi.gov.vn
mps.gov.vn,Bộ Công an,Chính phủ Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mps.gov.vn
mst.gov.vn,Bộ Khoa học và Công nghệ,Chính phủ Việt Nam,18/05/2026,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/mstgovvn-1779090452
munchung.tuangiao.gov.vn,Ủy Ban Nhân Dân Xã Mùn Chung,Hội đồng nhân dân & UBND,29/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/munchungtuangiaogovvn-1701226175
muongcha.dienbien.gov.vn,UBND huyện Mường Chà,Hội đồng nhân dân & UBND,19/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/muongchadienbiengovvn-1726711293
muongkhong.tuangiao.gov.vn,Ủy ban nhân dân xã Mường Khong,Hội đồng nhân dân & UBND,23/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/muongkhongtuangiaogovvn-1700641632
muongmun.tuangiao.gov.vn,Ủy ban nhân dân xã Mường Mùn,Hội đồng nhân dân & UBND,09/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/muongmuntuangiaogovvn-1699415684
namdinh.gov.vn,HĐND & UBND tỉnh Nam Định,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/namdinh.gov.vn
namsaigon.edu.vn,Trường Cao đẳng Bách khoa Nam Sài Gòn,Tổ chức nhà nước,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/namsaigoneduvn-1655783950
namthanh.tpninhbinh.ninhbinh.gov.vn,"Uỷ ban nhân dân phường Nam Thành, thành phố Ninh Bình, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,30/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/namthanhtpninhbinhninhbinhgovvn-1730185823
nasay.tuangiao.gov.vn,Ủy Ban Nhân Dân Xã Này Sáy,Hội đồng nhân dân & UBND,22/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nasaytuangiaogovvn-1700623733
natong.tuangiao.gov.vn,Ủy Ban Nhân Dân Xã Nà Tòng,Hội đồng nhân dân & UBND,22/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/natongtuangiaogovvn-1700624750
ncsc.gov.vn,Trung tâm Giám sát an toàn không gian mạng quốc gia (NCSC),Hội đồng nhân dân & UBND,03/12/2024,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ncscgovvn-1733198332
nentangso.vietnamtourism.gov.vn,Trung tâm Thông tin du lịch,Hội đồng nhân dân & UBND,12/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nentangsovietnamtourismgovvn-1723449249
nghean.gov.vn,HĐND & UBND tỉnh Nghệ An,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nghean.gov.vn
nhandan.com.vn,Báo Nhân Dân,Đảng Cộng sản Việt Nam,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nhandan.com.vn
nhandan.vn,Báo Nhân Dân - Cơ quan Trung ương ĐCSVN,Đảng Cộng sản Việt Nam,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nhandan.vn
nhuhoa.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Như Hoà, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nhuhoakimsonninhbinhgovvn-1719454201
ninhan.hoalu.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Ninh An, huyện Hoa Lư, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhanhoaluninhbinhgovvn-1719456326
ninhbinh.gov.vn,HĐND & UBND tỉnh Ninh Bình,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhbinh.gov.vn
ninhgiang.hoalu.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Ninh Giang, huyện Hoa Lư, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,26/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhgianghoaluninhbinhgovvn-1719283576
ninhhai.hoalu.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Ninh Hải, huyện Hoa Lư, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhhaihoaluninhbinhgovvn-1719456558
ninhkhang.hoalu.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Ninh Khang, huyện Hoa Lư, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhkhanghoaluninhbinhgovvn-1719455552
ninhkhanh.tpninhbinh.ninhbinh.gov.vn,"Uỷ ban nhân dân phường Ninh Khánh, thành phố Ninh Bình, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,30/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhkhanhtpninhbinhninhbinhgovvn-1730185950
ninhmy.hoalu.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Ninh Mỹ, huyện Hoa Lư, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhmyhoaluninhbinhgovvn-1719455689
ninhphong.tpninhbinh.ninhbinh.gov.vn,"Uỷ ban nhân dân phường Ninh Phong, thành phố Ninh Bình, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,30/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhphongtpninhbinhninhbinhgovvn-1730186096
ninhphuc.tpninhbinh.ninhbinh.gov.vn,"Ủy ban nhân dân xã Ninh Phúc, thành phố Ninh Bình",Hội đồng nhân dân & UBND,30/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhphuctpninhbinhninhbinhgovvn-1730254597
ninhson.tpninhbinh.ninhbinh.gov.vn,"Uỷ ban nhân dân phường Ninh Sơn, thành phố Ninh Bình, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,30/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhsontpninhbinhninhbinhgovvn-1730186204
ninhthang.hoalu.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Ninh Thắng, huyện Hoa Lư, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhthanghoaluninhbinhgovvn-1719455799
ninhthuan.gov.vn,HĐND & UBND tỉnh Ninh Thuận,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhthuan.gov.vn
ninhtien.tpninhbinh.ninhbinh.gov.vn,"UBND xã Ninh Tiến, thành phố Ninh Bình, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,30/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhtientpninhbinhninhbinhgovvn-1730251578
ninhvan.hoalu.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Ninh Vân, huyện Hoa Lư, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ninhvanhoaluninhbinhgovvn-1719456441
noichinh.haiduong.org.vn,Ban Nội chính Tỉnh ủy tỉnh Hải Dương,Đảng Cộng sản Việt Nam,07/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/noichinhhaiduongorgvn-1728268537
nongthon.vietnamtourism.gov.vn,Trung tâm Thông tin du lịch,Hội đồng nhân dân & UBND,12/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nongthonvietnamtourismgovvn-1723449370
nongthonmoi.daklak.gov.vn,Văn phòng Điều phối Chương trình MTQG xây dựng NTM Đắk Lắk,Hội đồng nhân dân & UBND,24/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nongthonmoidaklakgovvn-1726825458
nsw.varans.vn,"Cục An toàn bức xạ và hạt nhân, Bộ  Khoa học và Công nghệ",Chính phủ Việt Nam,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/nswvaransvn-1729744145
ntbaovu.haiphong.edu.vn,Nhóm trẻ lớp MGĐL Bảo Vũ,Tổ chức nhà nước,29/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ntbaovuhaiphongeduvn-1721979416
office.quangngai.gov.vn,Sở Thông tin và Truyền thông Quảng Ngãi,Hội đồng nhân dân & UBND,11/02/2025,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/officequangngaigovvn-1738569820
opendata.quangngai.gov.vn,Sở Thông tin và Truyền thông Quảng Ngãi,Hội đồng nhân dân & UBND,13/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/opendataquangngaigovvn-1688609284
pbpl.lamdong.gov.vn,"Trang Thông tin về Phổ biến, giáo dục pháp luật tỉnh Lâm Đồng",Hội đồng nhân dân & UBND,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/pbpllamdonggovvn-1731893838
pgdkienluong.gov.vn,Phòng Giáo dục & Đào tạo huyện Kiên Lương,Hội đồng nhân dân & UBND,02/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/pgdkienluonggovvn-1727775198
pgdlechan.haiphong.edu.vn,Phòng GDĐT Quận Lê Chân,Tổ chức nhà nước,05/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/pgdlechanhaiphongeduvn-1715143397
pgdtpdienbienphu.edu.vn,Phòng Giáo dục và Đào tạo thành phố Điện Biên Phủ,Tổ chức nhà nước,21/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/pgdtpdienbienphueduvn-1732089943
phantichdulieu.quangngai.gov.vn,Sở Thông tin và Truyền thông Quảng Ngãi,Hội đồng nhân dân & UBND,13/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phantichdulieuquangngaigovvn-1734078116
phucthanh.tpninhbinh.ninhbinh.gov.vn,"Uỷ ban nhân dân phường Phúc Thành, thành phố Ninh Bình, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,30/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phucthanhtpninhbinhninhbinhgovvn-1730186319
phuninh.phutho.gov.vn,"UBND huyện Phù Ninh, tỉnh Phú Thọ",Hội đồng nhân dân & UBND,16/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuninhphuthogovvn-1726271875
phunuvietnam.vn,Báo Phụ nữ Việt Nam - Hội LHPN Việt Nam,Hội Liên hiệp Phụ nữ Việt Nam,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phunuvietnam.vn
phuong12.dalat.lamdong.gov.vn,"UBND Phường 12, TP Đà Lạt, Lâm Đồng",Hội đồng nhân dân & UBND,30/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuong12dalatlamdonggovvn-1724916872
phuong2.dalat.lamdong.gov.vn,"UBND Phường 2, TP Đà Lạt, Lâm Đồng",Hội đồng nhân dân & UBND,29/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuong2dalatlamdonggovvn-1724903904
phuong3.dalat.lamdong.gov.vn,"UBND Phường 3, TP Đà Lạt, Lâm Đồng",Hội đồng nhân dân & UBND,29/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuong3dalatlamdonggovvn-1724903991
phuong4.dalat.lamdong.gov.vn,"UBND Phường 4, TP Đà Lạt, Lâm Đồng",Hội đồng nhân dân & UBND,29/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuong4dalatlamdonggovvn-1724904064
phuong5.dalat.lamdong.gov.vn,"UBND Phường 5, TP Đà Lạt, Lâm Đồng",Hội đồng nhân dân & UBND,29/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuong5dalatlamdonggovvn-1724904131
ptanhxtanh.haiphong.edu.vn,Trường Trung học phổ thông Anhxtanh,Tổ chức nhà nước,09/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ptanhxtanhhaiphongeduvn-1720493109
puxi.tuangiao.gov.vn,Ủy Ban Nhân Dân Xã Pú Xi,Hội đồng nhân dân & UBND,22/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/puxituangiaogovvn-1700623019
